"external_gene_name","hsapiens_homolog_associated_gene_name"
"HPN","HPN"
"TEK","TEK"
"EGLN3","EGLN3"
"TTLL5","TTLL5"
"USP27X","USP27X"
"","TRIM5"
"GNE","GNE"
"IFT22","IFT22"
"NUP62","NUP62"
"NTM","NTM"
"OR13C8","OR13C8"
"LRP5","LRP5"
"AK3","AK3"
"","MYO15B"
"ITGA11","ITGA11"
"H2AL3","H2AL1Q"
"H2AL3","H2AL3"
"ABCB8","ABCB8"
"NDUFB9","NDUFB9"
"MOSPD1","MOSPD1"
"DTD1","DTD1"
"DGAT1","DGAT1"
"ATF5","ATF5"
"LARS2","LARS2"
"KLHL21","KLHL21"
"EPDR1","EPDR1"
"TSPAN13","TSPAN13"
"RPGR","RPGR"
"RGS5","RGS5"
"TSC22D3","TSC22D3"
"TSEN54","TSEN54"
"RCL1","RCL1"
"SIGLEC11",""
"COL26A1","COL26A1"
"DMD","DMD"
"","GSTCD"
"NIPSNAP3B",""
"MTSS1","MTSS1"
"PPP1R13B","PPP1R13B"
"TMPRSS11B","TMPRSS11B"
"KLHDC7A","KLHDC7A"
"CASKIN2","CASKIN2"
"TMEM139","TMEM139"
"RNF38","RNF38"
"KRT10B","KRT10"
"AKAP13","AKAP13"
"SNORA29","SNORA29"
"ZNF770","ZNF770"
"UBE4B","UBE4B"
"SNORA20","SNORA20"
"U6","RNU6-845P"
"STARD3NL","STARD3NL"
"U6","RNU6-366P"
"U6","RNU6-663P"
"PDHA2","PDHA2"
"TRIM66","TRIM66"
"VRK3","VRK3"
"","SYTL3"
"CLCN5","CLCN5"
"ATOH1","ATOH1"
"ITSN2","ITSN2"
"SCN1B","SCN1B"
"FOXG1","FOXG1"
"ADAMTS6","CENPK"
"FDX2","FDX2"
"CASP2","CASP2"
"UBE2Z","UBE2Z"
"SEC23B","SEC23B"
"MYL10","MYL10"
"eca-mir-181a-2","MIR181A1"
"NTRK1","NTRK1"
"PIK3R4","PIK3R4"
"ABCA1","ABCA1"
"PABPC1L2A","PABPC1L2A"
"PABPC1L2A","PABPC1L2B"
"CXXC1","CXXC1"
"AGR2","AGR2"
"eca-mir-9124",""
"NFKBIA","NFKBIA"
"NAP1L2","NAP1L2"
"PPP1R12B","PPP1R12B"
"COL5A1","COL5A1"
"ICAM5","ICAM5"
"DPF1","DPF1"
"CDX4","CDX4"
"RAB11FIP2","RAB11FIP2"
"SKA1","SKA1"
"ELP6","ELP6"
"NFATC4","NFATC4"
"WIPF2","WIPF2"
"JAK2","JAK2"
"SH2B1","SH2B1"
"AQR","AQR"
"AGR3","AGR3"
"HSF1","HSF1"
"ADGRF1","ADGRF1"
"MAFF","MAFF"
"SEC23A","SEC23A"
"AP3M1","AP3M1"
"ICAM4","ICAM4"
"ACOT12","ACOT12"
"ARV1","ARV1"
"","ZNF75D"
"VWA5A","VWA5A"
"OTC","OTC"
"TMPRSS11F","TMPRSS11F"
"SNORD7","SNORD7"
"TRIM16","TRIM16"
"CUX1","CUX1"
"SINHCAF","SINHCAF"
"CHIC1","CHIC1"
"TMEM94","TMEM94"
"SCARNA13","SCARNA13"
"FEM1B",""
"TSPEAR","TSPEAR"
"TDP1","TDP1"
"SNORD3D","SNORD3D"
"ZNF473","ZNF473"
"PPP6R3","PPP6R3"
"INSL6","INSL6"
"AKAP4","AKAP4"
"S1PR2","S1PR2"
"TNFRSF21","TNFRSF21"
"PLGRKT","PLGRKT"
"ARHGEF33","ARHGEF33"
"INSRR","INSRR"
"WASHC5","WASHC5"
"SFXN4","SFXN4"
"CLCN1","CLCN1"
"","PAPOLA"
"CD274","CD274"
"U1","RNU1-82P"
"HOXB9","HOXB9"
"CFP","CFP"
"","CEACAM21"
"SKOR1","SKOR1"
"RBBP9","RBBP9"
"U1","RNU1-1"
"ADK","ADK"
"RABEP2","RABEP2"
"AHR","AHR"
"","ZSCAN31"
"SCAP","SCAP"
"MELK","MELK"
"CKMT2","CKMT2"
"PPP1R14A","PPP1R14A"
"CCNB3","CCNB3"
"HOXB5","HOXB5"
"TXNL1","TXNL1"
"CD2AP","CD2AP"
"U6","RNU6-996P"
"ZNF449","ZNF449"
"ZNF286A","ZNF286A"
"PDCD1LG2","PDCD1LG2"
"HNRNPUL1","HNRNPUL1"
"ASIC3","ASIC3"
"POLR3F","POLR3F"
"ELK1","ELK1"
"RBP7","RBP7"
"eca-mir-454","MIR454"
"OR11Q2",""
"PLD4","PLD4"
"eca-mir-632",""
"SLC16A2","SLC16A2"
"","CCDC169"
"eca-mir-301a","MIR301A"
"MID2","MID2"
"SNX13","SNX13"
"ACTRT1","ACTRT1"
"MIR142","MIR142"
"NMNAT1","NMNAT1"
"OR11N2",""
"STK33","STK33"
"MIR21","MIR21"
"SPINT2","SPINT2"
"CAMK2N1","CAMK2N1"
"DENND5B","DENND5B"
"OR5BH5",""
"SH2D2A","SH2D2A"
"TMPRSS11A","TMPRSS11A"
"DHX40","DHX40"
"CCDC88C",""
"DZANK1","DZANK1"
"RIC1","RIC1"
"SREK1","SREK1"
"LIMS1","LIMS1"
"TTC13","TTC13"
"PRCC","PRCC"
"PFKL","PFKL"
"SUPT3H","SUPT3H"
"UXT","UXT"
"PAX7","PAX7"
"ICAM1","ICAM1"
"ZCCHC9","ZCCHC9"
"TMEM184B","TMEM184B"
"U6","RNU6-155P"
"CLSTN1","CLSTN1"
"Metazoa_SRP","RN7SL471P"
"FAM131B","FAM131B"
"RLIM","RLIM"
"RPL27A",""
"eca-mir-8915",""
"","SCRT1"
"MAP2K5","MAP2K5"
"ZNF624","ZNF624"
"TBC1D25","TBC1D25"
"eca-mir-8911",""
"HDGF","HDGF"
"TMPRSS11D","TMPRSS11D"
"TRGC2",""
"","AHNAK2"
"ST8SIA3","ST8SIA3"
"","TRIM25"
"ZNF621","ZNF621"
"DHX57","DHX57"
"AXL","AXL"
"ZNF81","ZNF81"
"YIF1B","YIF1B"
"ZKSCAN1","ZKSCAN1"
"TMEM249","TMEM249"
"C7H11orf16","C11orf16"
"MRPL4","MRPL4"
"SRSF10","SRSF10"
"ATP2C1","ATP2C1"
"ONECUT2","ONECUT2"
"GEMIN2","GEMIN2"
"ZNF287","ZNF287"
"MRPL24","MRPL24"
"CD19","CD19"
"RASGRF2","RASGRF2"
"H3C11","H3C6"
"FECH","FECH"
"KAT6B","KAT6B"
"OR8G5","OR8G5"
"ZNF620","ZNF620"
"DENND10","DENND10"
"PRR11","PRR11"
"FBXL6","FBXL6"
"","H2AC11"
"LRRC75A","LRRC75A"
"PORCN","PORCN"
"ZSCAN21","ZSCAN21"
"RPL14","RPL14"
"","NCBP2L"
"ZNF572","ZNF572"
"SULT1C4","SULT1C4"
"OR8G3KP",""
"METTL25B","METTL25B"
"TGFB1","TGFB1"
"NEUROG2","NEUROG2"
"NEXMIF","NEXMIF"
"GDPD1","GDPD1"
"ERBIN","ERBIN"
"PAX5","PAX5"
"REXO6",""
"SQLE","SQLE"
"EPHA1","EPHA1"
"SLC4A2","SLC4A2"
"RUNX2","RUNX2"
"UBB","UBB"
"ZNF182","ZNF182"
"U7","RNU7-79P"
"PNRC2","PNRC2"
"NPNT","NPNT"
"ENTPD3","ENTPD3"
"ZNF3","ZNF3"
"DENND2B","DENND2B"
"CATSPERG","CATSPERG"
"CSNK1E","CSNK1E"
"ZNF202","ZNF202"
"PTPN23","PTPN23"
"ZNF133",""
"RAB27B","RAB27B"
"","SPACA5B"
"","SPACA5"
"TRPM2","TRPM2"
"ABCB7","ABCB7"
"U6","RNU6-254P"
"H2BC8","H2BC8"
"H2BC8","H2BC7"
"KLHL25","KLHL25"
"CXorf38","CXorf38"
"eca-mir-9126",""
"EQTN",""
"eca-mir-350",""
"DNMT1","DNMT1"
"EIF1B","EIF1B"
"eca-mir-9125",""
"EIF3A","EIF3A"
"SLC52A2","SLC52A2"
"SLC52A2","SLC52A1"
"B9D2","B9D2"
"COPS6","COPS6"
"GNRHR","GNRHR"
"MED14","MED14"
"AMN1","AMN1"
"","FAM228A"
"TRAPPC6B","TRAPPC6B"
"LZIC","LZIC"
"CDCP1","CDCP1"
"H2BC5","H2BC5"
"NSMCE2","NSMCE2"
"CNR2","CNR2"
"TRPV2","TRPV2"
"MOB3B","MOB3B"
"EPHX1","EPHX1"
"EBP","EBP"
"ERMP1","ERMP1"
"ATAT1","ATAT1"
"MIF4GD","MIF4GD"
"CCDC97","CCDC97"
"NFATC2IP","NFATC2IP"
"SULT1C2","SULT1C2"
"RBM3",""
"DUSP19","DUSP19"
"OR6M1","OR6M1"
"HDAC9","HDAC9"
"ISG20L2","ISG20L2"
"ZYX","ZYX"
"ADCK5","ADCK5"
"IFNK","IFNK"
"GAL","GAL"
"UBA6","UBA6"
"RYR2","RYR2"
"FUCA1","FUCA1"
"CCDC68","CCDC68"
"TTC39D",""
"CRABP2","CRABP2"
"CLEC3B","CLEC3B"
"MAP3K20",""
"KCNK6","KCNK6"
"GRB2","GRB2"
"WDR13","WDR13"
"LAT","LAT"
"TMEM225","TMEM225"
"MCM7","MCM7"
"PLIN1","PLIN1"
"TMEM91","TMEM91"
"ABCC10","ABCC10"
"PIK3CD","PIK3CD"
"ZNF30","ZNF30"
"ZDHHC3","ZDHHC3"
"NANOS1","NANOS1"
"OR8D4CP",""
"ETFBKMT","ETFBKMT"
"PNN","PNN"
"DUSP29","DUSP29"
"NES","NES"
"GALM","GALM"
"KCNJ4","KCNJ4"
"CLBA1","CLBA1"
"OR8D4DP",""
"WAS","WAS"
"U6","RNU6-61P"
"CENPV","CENPV"
"NMS","NMS"
"MRPS7","MRPS7"
"U6","RNU6-654P"
"DLK2","DLK2"
"KAT14","KAT14"
"USP9X","USP9X"
"TNFRSF1B","TNFRSF1B"
"eca-mir-684",""
"CPT1A","CPT1A"
"C6orf136","C6orf136"
"TICRR","TICRR"
"OR10G9K","OR10G4"
"OR10G9K","OR10G7"
"OR10G9K","OR10G8"
"OR10G9K","OR10G9"
"NPAS3","NPAS3"
"ZNF792","ZNF792"
"EXOSC5","EXOSC5"
"PDCL3","PDCL3"
"AFAP1L2","AFAP1L2"
"SAMD8","SAMD8"
"CNPY4","CNPY4"
"","TEX13B"
"CPSF1","CPSF1"
"","FCGR2B"
"","FCGR2A"
"","FCGR2C"
"GGA3","GGA3"
"PPP1R18","PPP1R18"
"SUV39H1","SUV39H1"
"TJAP1","TJAP1"
"HSPA6","HSPA6"
"CLEC2L","CLEC2L"
"PIGL","PIGL"
"VSIG1","VSIG1"
"AP4M1","AP4M1"
"SRSF7","SRSF7"
"CDCA4","CDCA4"
"TMEM42","TMEM42"
"PET117","PET117"
"RYR3","RYR3"
"RESF1","RESF1"
"OR10G7CP",""
"MLANA","MLANA"
"NBL1","NBL1"
"ZCCHC7","ZCCHC7"
"TSPEAR","CFAP410"
"","FCGR3A"
"","FCGR3B"
"CST3","CST3"
"OR10G7BP",""
"FAM98C","FAM98C"
"KDELR3","KDELR3"
"DDX3X","DDX3X"
"MIA2",""
"PAX1","PAX1"
"OR10G9L","OR10G4"
"OR10G9L","OR10G7"
"OR10G9L","OR10G8"
"OR10G9L","OR10G9"
"HIPK2","HIPK2"
"KIF7","KIF7"
"TRIM39","TRIM39"
"SPNS1","SPNS1"
"OR10D5",""
"MICOS10","MICOS10"
"KIAA2026","BRD10"
"BCKDHA","BCKDHA"
"PFN4","PFN4"
"RASGRP4","RASGRP4"
"LRRC73","LRRC73"
"ERG28","ERG28"
"NAPB","NAPB"
"","BEX1"
"","BEX2"
"GLOD5","GLOD5"
"","TMEM225"
"FOXE1","FOXE1"
"AKIP1","AKIP1"
"CDSN","CDSN"
"MRPS9","MRPS9"
"IFFO2","IFFO2"
"GATA1","GATA1"
"LRRC3","LRRC3"
"TGFB3","TGFB3"
"ARHGEF38","ARHGEF38"
"UPRT","UPRT"
"CDH20","CDH20"
"DFFA","DFFA"
"BEX4","BEX4"
"KIF9","KIF9"
"C1H15orf61",""
"GPR132","GPR132"
"AMPH","AMPH"
"","KRTAP10-7"
"","KRTAP10-10"
"FAM228B","FAM228B"
"KIF15","KIF15"
"OR8B1AO",""
"HSD17B8","HSD17B8"
"TAF6","TAF6"
"ERAS","ERAS"
"B3GNT8","B3GNT8"
"POLR1C","POLR1C"
"FCRLA","FCRLA"
"SLC39A4","SLC39A4"
"ERICH4","ERICH4"
"RANBP6","RANBP6"
"STAP1","STAP1"
"JAG2","JAG2"
"HNRNPLL","HNRNPLL"
"DUSP13B","DUSP13B"
"NCOR1","NCOR1"
"DDX17","DDX17"
"TCEAL8","TCEAL8"
"ASCL3","ASCL3"
"DMAC2","DMAC2"
"NUP85","NUP85"
"CDCA7","CDCA7"
"","IQCH"
"","KRTAP10-2"
"","KRTAP10-8"
"","KRTAP10-12"
"IL33","IL33"
"ATP8B1","ATP8B1"
"SF3B6","SF3B6"
"","CORT"
"","TCEAL5"
"","TCEAL6"
"","TCEAL3"
"ALDH4A1","ALDH4A1"
"HDAC6","HDAC6"
"","KRTAP12-4"
"POLG","POLG"
"","FGD4"
"PGD","PGD"
"GPAT3","GPAT3"
"ANGPTL6","ANGPTL6"
"RXRB","RXRB"
"POU3F3","POU3F3"
"MBLAC1","MBLAC1"
"IFT43","IFT43"
"OR8A1J","OR8A1"
"CIMIP4","CIMIP4"
"eca-mir-486","MIR486-1"
"TBXAS1","TBXAS1"
"ZDHHC15","ZDHHC15"
"LONRF2","LONRF2"
"TP53I3","TP53I3"
"SCUBE2","SCUBE2"
"VPS28","VPS28"
"AAGAB","AAGAB"
"MRPL21","MRPL21"
"DNM1L","DNM1L"
"UHRF2","UHRF2"
"OR8B12H","OR8B12"
"NYX","NYX"
"SLC39A7","SLC39A7"
"NUBPL","NUBPL"
"CENPC","CENPC"
"KAT6A","KAT6A"
"MSH3","MSH3"
"YIPF3","YIPF3"
"CACNA1I","CACNA1I"
"VDAC2","VDAC2"
"NUDT14","NUDT14"
"ASTE1","ASTE1"
"GZF1","GZF1"
"RING1","RING1"
"P2RY11","PPAN"
"RYR1","RYR1"
"CASK","CASK"
"NLN","NLN"
"FKBP1B",""
"TCEAL9","TCEAL9"
"CLK2","SCAMP3"
"KIF1B","KIF1B"
"UBE2G2","UBE2G2"
"TONSL","TONSL"
"OTOA","OTOA"
"GSTCD","GSTCD"
"","TAS1R2"
"NEK11","NEK11"
"NXT1","NXT1"
"COMTD1","COMTD1"
"OR8A1I","OR8A1"
"SNORD61","SNORD61"
"SP3","SP3"
"TMUB1","TMUB1"
"FBXO33","FBXO33"
"ABRAXAS1","ABRAXAS1"
"PKLR","PKLR"
"RNF170","RNF170"
"XPO5","XPO5"
"ZNF503","ZNF503"
"eca-mir-106a",""
"eca-mir-19b-2","MIR19B2"
"LAMTOR4","LAMTOR4"
"eca-mir-450b","MIR450B"
"IGHMBP2","IGHMBP2"
"","LRMDA"
"eca-mir-450c","MIR450A2"
"BRPF3","BRPF3"
"PAX9","PAX9"
"PANX3","PANX3"
"eca-mir-92a-2","MIR92A2"
"NEDD4L","NEDD4L"
"KIAA1143","KIAA1143"
"","STK16"
"BRF1","BRF1"
"HCN3","HCN3"
"FANCI","FANCI"
"eca-mir-20b","MIR20B"
"RRBP1","RRBP1"
"eca-mir-363","MIR363"
"TBRG1","TBRG1"
"CACUL1","CACUL1"
"U2","RNU2-39P"
"","SUMO3"
"eca-mir-424","MIR424"
"WDCP","WDCP"
"ENTREP3","ENTREP3"
"eca-mir-450a","MIR450A1"
"SUMO2","SUMO2"
"FASTK","FASTK"
"AGT","AGT"
"SHFL","SHFL"
"eca-mir-216a","MIR216A"
"","CXCL17"
"eca-mir-542","MIR542"
"CORO2B","CORO2B"
"FOXH1","FOXH1"
"eca-mir-9153",""
"eca-mir-503",""
"DHFR","DHFR2"
"DHFR","DHFR"
"PTTG1IP","PTTG1IP"
"SIAE","SIAE"
"MAGEE2","MAGEE2"
"PLAC1","PLAC1"
"SLC25A21","SLC25A21"
"eca-mir-216b","MIR216B"
"TCEAL7","TCEAL7"
"PARP12","PARP12"
"AFF3","AFF3"
"TOPORSL",""
"CYHR1","ZFTRAF1"
"OLA1","OLA1"
"MRPS18C","MRPS18C"
"PPP1R26","PPP1R26"
"GLDC","GLDC"
"PRPS1L1",""
"IRAK1BP1","IRAK1BP1"
"RNF186","RNF186"
"NCOA1","NCOA1"
"TRIM67","TRIM67"
"TRAPPC14","TRAPPC14"
"SANBR","SANBR"
"INTS12","INTS12"
"BEX3","BEX3"
"RHOD","RHOD"
"COG2","COG2"
"PCSK1N","PCSK1N"
"MAD2L1BP","MAD2L1BP"
"ARMC7","ARMC7"
"ZNF502","ZNF502"
"PGK1","PGK1"
"LIPE","LIPE"
"TMEM26","TMEM26"
"","RTL8A"
"","RTL8B"
"","RTL8C"
"SLC44A1","SLC44A1"
"TTC19","TTC19"
"TMCO4","TMCO4"
"SPA17","SPA17"
"POLH","POLH"
"S100A5","S100A5"
"KIFC2","KIFC2"
"TWIST1","TWIST1"
"","PAGE5"
"","PAGE2B"
"","PAGE2"
"LRFN4","LRFN4"
"OTP","OTP"
"SGTB","SGTB"
"YARS2","YARS2"
"ITGB2","ITGB2"
"","TRBV3-1"
"PHIP","PHIP"
"IGSF6","IGSF6"
"GNAI1","GNAI1"
"","PRDM5"
"GPC2","GPC2"
"U6","RNU6-246P"
"FAM241B","FAM241B"
"KCNK1","KCNK1"
"","TRBV2"
"RCE1","RCE1"
"SLC16A5","SLC16A5"
"AGAP3","AGAP3"
"CXCL17",""
"METTL9","METTL9"
"ARHGAP32","ARHGAP32"
"VWA2","VWA2"
"PKP2","PKP2"
"","TRBV9"
"SIX2","SIX2"
"PIERCE1","PIERCE1"
"MYH9","MYH9"
"TCEAL4","TCEAL4"
"TCEAL4","TCEAL2"
"","S100A8"
"eca-mir-9006",""
"MAP3K21","MAP3K21"
"eca-mir-9011",""
"MAP4K1","MAP4K1"
"MAGEH1","MAGEH1"
"MRPS18A","MRPS18A"
"ZMIZ1","ZMIZ1"
"WDR41","WDR41"
"SIX3","SIX3"
"ARHGAP5","ARHGAP5"
"GPR34","GPR34"
"B9D1","B9D1"
"","TRBV7-2"
"","TRBV7-9"
"","TRBV7-1"
"","TRBV7-3"
"","TRBV7-7"
"","TRBV7-6"
"","TRBV7-4"
"AACS","AACS"
"HPSE","HPSE"
"S100A12","S100A12"
"TBATA","TBATA"
"CCDC12","CCDC12"
"MRPS2","MRPS2"
"PPFIBP1","PPFIBP1"
"S100A9","S100A9"
"MAFA","MAFA"
"PNPLA1","PNPLA1"
"SPSB1","SPSB1"
"KCTD2","KCTD2"
"TET2","TET2"
"TRAPPC13","TRAPPC13"
"UBAC1","UBAC1"
"STAG3","STAG3"
"ACSM4","ACSM4"
"CAMKMT","CAMKMT"
"PCNX2","PCNX2"
"MEGF8","MEGF8"
"AVEN","AVEN"
"KDM4C","KDM4C"
"ATP5PD","ATP5PD"
"","TRBV12-5"
"","TRBV12-4"
"","TRBV12-3"
"MAGI2","MAGI2"
"ZCCHC24","ZCCHC24"
"GPR82","GPR82"
"ZNF35","ZNF35"
"SGPL1","SGPL1"
"MIPOL1","MIPOL1"
"TCEAL1","TCEAL1"
"PRLHR","PRLHR"
"SLX9","SLX9"
"EPN2","EPN2"
"PEX10","PEX10"
"THUMPD1","THUMPD1"
"PC","PC"
"ZNF197","ZNF197"
"TIAL1","TIAL1"
"HTR6","HTR6"
"VPS33A","VPS33A"
"","S100A9"
"RRAGB","RRAGB"
"GTPBP2","GTPBP2"
"PGLYRP4","PGLYRP4"
"BTBD6","BTBD6"
"IGDCC4","IGDCC4"
"DENND5A","DENND5A"
"MMEL1","MMEL1"
"MPC1L","MPC1L"
"ADARB1","ADARB1"
"HTR1D","HTR1D"
"PGLYRP3","PGLYRP3"
"PREPL","PREPL"
"","ERI2"
"MRPL58","MRPL58"
"ZNF660","ZNF660"
"","GRAPL"
"KLF8","KLF8"
"RLBP1","RLBP1"
"PPIF","PPIF"
"CDR2L","CDR2L"
"NUDT16","NUDT16"
"PLAC8A",""
"SP9","SP9"
"","KDM2B"
"MORF4L2","MORF4L2"
"G2E3","G2E3"
"FRS3","FRS3"
"CCDC190","CCDC190"
"","TRBV14"
"SLC5A10","SLC5A10"
"TAF9B","TAF9B"
"ZKSCAN7",""
"CCDC62","CCDC62"
"LRRC49","LRRC49"
"MTA1","MTA1"
"TIFA","TIFA"
"CHRM5","CHRM5"
"CIR1","CIR1"
"NTPCR","NTPCR"
"BNIP5","BNIP5"
"YTHDC1","YTHDC1"
"CAMSAP1","CAMSAP1"
"SLC3A1","SLC3A1"
"AGBL1","AGBL1"
"KCNMA1","KCNMA1"
"USP49","USP49"
"HID1","HID1"
"DNMT3A","DNMT3A"
"HMGN3","HMGN3"
"ACSM3","ACSM3"
"MRPL3","MRPL3"
"ASB10","ASB10"
"SHROOM4","SHROOM4"
"SCRN3","SCRN3"
"TTC34","TTC34"
"SETD2","SETD2"
"TULP1","TULP1"
"C6H12orf71","C12orf71"
"PVRIG","PVRIG"
"SHLD3","SHLD3"
"BARX2","BARX2"
"DISC1","DISC1"
"KATNBL1","KATNBL1"
"FAM83G","FAM83G"
"LUZP1","LUZP1"
"EIF3K","EIF3K"
"MRPS35","MRPS35"
"COQ2","COQ2"
"PRICKLE4","PRICKLE4"
"ZNF852",""
"PRXL2B","PRXL2B"
"C21orf140","C21orf140"
"C12H11orf86","C11orf86"
"LCA5","LCA5"
"PILRA",""
"PPM1B","PPM1B"
"MANSC4","MANSC4"
"PRPSAP2","PRPSAP2"
"ZNF445","ZNF445"
"KLHL42","KLHL42"
"GBX1","GBX1"
"BMP15","BMP15"
"SH3BGRL2","SH3BGRL2"
"MSANTD2","MSANTD2"
"OTOP3","OTOP3"
"ZCWPW1","ZCWPW1"
"TNFRSF14","TNFRSF14"
"IQCA1L","IQCA1L"
"ZNF483","ZNF483"
"LRPPRC","LRPPRC"
"PTHLH","PTHLH"
"NUDT11","NUDT11"
"","TRIM23"
"PHTF2","PHTF2"
"RGS10","RGS10"
"HES5","HES5"
"CYSLTR1","CYSLTR1"
"AP1AR","AP1AR"
"CNFN","CNFN"
"KDM2A","KDM2A"
"PANK4","PANK4"
"HSD17B7","HSD17B7"
"GUCY2F","GUCY2F"
"MED20","MED20"
"EMC4","EMC4"
"SYNCRIP","SYNCRIP"
"ACTN4","ACTN4"
"TCAIM","TCAIM"
"U6","RNU6-56P"
"RNase_MRP",""
"CCDC91","CCDC91"
"ABCF2","ABCF2"
"PLAC8B","PLAC8"
"MEPCE","MEPCE"
"PCBD1","PCBD1"
"PLCH2","PLCH2"
"GPR155","GPR155"
"DDR2","DDR2"
"eca-mir-7667",""
"eca-mir-9031",""
"FLII","FLII"
"eca-mir-9032",""
"","TRBV13"
"TMEM145","TMEM145"
"","RER1"
"TSC22D4","TSC22D4"
"BYSL","BYSL"
"SCFD1","SCFD1"
"NANS","ANP32B"
"PDE8B","PDE8B"
"ATG4A","ATG4A"
"FOXA1","FOXA1"
"SPACDR","SPACDR"
"CCND3","CCND3"
"KCNT1","KCNT1"
"ZNF662","ZNF662"
"KDM1A","KDM1A"
"CPNE4","CPNE4"
"SLC29A4","SLC29A4"
"COPS4","COPS4"
"PTGR1","PTGR1"
"SKI","SKI"
"PPWD1","PPWD1"
"SLC12A6","SLC12A6"
"VCP","VCP"
"DOP1A","DOP1A"
"COL13A1","COL13A1"
"WIPF1",""
"NAAA","NAAA"
"","ACADSB"
"FAM241A","FAM241A"
"FCER1G","FCER1G"
"PRR19","PRR19"
"TAF8","TAF8"
"CHPF2","CHPF2"
"VSIG2","VSIG2"
"ATP13A1","ATP13A1"
"C2H1orf174","C1orf174"
"FAR2","FAR2"
"CEBPG","CEBPG"
"TTC6","TTC6"
"FANCE","FANCE"
"GRK2","GRK2"
"CIC","CIC"
"ADAMTS4","ADAMTS4"
"IPO7","IPO7"
"SHTN1","SHTN1"
"TNRC18","TNRC18"
"CHD2","CHD2"
"ABTB3","ABTB3"
"PPA2","PPA2"
"TSNAX","TSNAX"
"ESAM","ESAM"
"DNAJC25","DNAJC25"
"DFFB","DFFB"
"ALPK2","ALPK2"
"POMC","POMC"
"LYRM1","LYRM1"
"FAM221B","FAM221B"
"","TRBV11-1"
"","TRBV11-3"
"","TRBV11-2"
"DSTN","DSTN"
"ROBO3","ROBO3"
"NHSL2","NHSL2"
"SHMT1","SHMT1"
"TMEM60","TMEM60"
"CCDC13","CCDC13"
"GSPT2","GSPT2"
"EFR3B","EFR3B"
"","TRBV20-1"
"","TRBV20OR9-2"
"GNG10","GNG10"
"PPEF2","PPEF2"
"ABCG8","ABCG8"
"PEPD","PEPD"
"RSBN1L","RSBN1L"
"PACS2","PACS2"
"CWC22","CWC22"
"BRSK2","BRSK2"
"MAGED1","MAGED1"
"DLG5","DLG5"
"NR1I3","NR1I3"
"MAGEB10",""
"LIN54","LIN54"
"CEP104","CEP104"
"LPAR1","LPAR1"
"TMTC1","TMTC1"
"ABCG5","ABCG5"
"NRADD",""
"eca-mir-221","MIR221"
"C6orf132","C6orf132"
"eca-mir-222","MIR222"
"SMARCD3","SMARCD3"
"ARSJ","ARSJ"
"BFSP1","BFSP1"
"","MAGEB10"
"GSK3A","GSK3A"
"DYNC2LI1","DYNC2LI1"
"EFHC2","EFHC2"
"CCDC13","HHATL"
"EGLN1","EGLN1"
"","CIMIP3"
"RDH8",""
"OR2K2","OR2K2"
"PLEKHO2","PLEKHO2"
"GUCA1A","GUCA1A"
"RPL10A","RPL10A"
"","SPIN2A"
"","SPIN2B"
"ERF","ERF"
"CAMK2D",""
"IL1RAPL1","IL1RAPL1"
"PGM3","PGM3"
"ZNF143","ZNF143"
"NBEAL2","NBEAL2"
"GUCA1B","GUCA1B"
"USO1","USO1"
"MOB2","MOB2"
"DNAH3","DNAH3"
"ACP3","ACP3"
"FSCB","FSCB"
"FBXL18","FBXL18"
"PCSK2","PCSK2"
"HEPACAM","HEPACAM"
"MRPS10","MRPS10"
"NUTM1","NUTM1"
"KLHL40","KLHL40"
"ZNF526","ZNF526"
"PSMD10","PSMD10"
"SMCR8","SMCR8"
"COL5A3","COL5A3"
"UBQLN2","UBQLN2"
"C1H14orf28","DORIP1"
"TOP3A","TOP3A"
"CAPN12","CAPN12"
"SH3BP5L","SH3BP5L"
"SRPX","SRPX"
"MALT1","MALT1"
"DUSP8","DUSP8"
"PIF1","PIF1"
"FKBP5","FKBP5"
"NBDY","NBDY"
"SPRTN","SPRTN"
"NUB1","NUB1"
"TRERF1","TRERF1"
"PWP1","PWP1"
"ECPAS","ECPAS"
"","KRTAP5-5"
"","KRTAP5-2"
"CHST8","CHST8"
"","OSBPL9"
"MIEF2","MIEF2"
"PLEKHH2","PLEKHH2"
"ZNF672","ZNF672"
"ZBTB47","ZBTB47"
"KLHL28","KLHL28"
"ACTB",""
"DNAJC27","DNAJC27"
"LPCAT4","LPCAT4"
"PTPN12","PTPN12"
"","FAM156B"
"","FAM156A"
"SNORA79","SNORA79"
"KCTD15","KCTD15"
"ROBO4","ROBO4"
"U6","RNU6-926P"
"U6","RNU6-573P"
"U6","RNU6-132P"
"U6","RNU6-839P"
"U6","RNU6-263P"
"U6","RNU6V"
"UBE2E3","UBE2E3"
"U6","RNU6-486P"
"POU2F2","POU2F2"
"HRAS","HRAS"
"ENTPD6","ENTPD6"
"EXOC8","EXOC8"
"ERGIC2","ERGIC2"
"THAP9","THAP9"
"eca-mir-8955",""
"","CDC42"
"TRBV23-1","TRBV23-1"
"VSTM2B","VSTM2B"
"FAM43B","FAM43B"
"APOA2","APOA2"
"","DCAF8L2"
"","DCAF8L1"
"LLGL1","LLGL1"
"ENO4","ENO4"
"eca-mir-9015",""
"PTRHD1","PTRHD1"
"","TRBV27"
"FSCN1","FSCN1"
"CRIP2","CRIP2"
