horse_symbol,horse_gene_id,human_gene_id,human_symbol,status
SLC25A34,100054040,284723.0,SLC25A34,OK
SLC25A35,100062525,399512.0,SLC25A35,OK
SLC25A36,100063698,55186.0,SLC25A36,OK
SLC25A37,100054026,51312.0,SLC25A37,OK
SLC25A38,100068238,54977.0,SLC25A38,OK
SLC25A39,100064639,51629.0,SLC25A39,OK
SLC25A4,100050762,291.0,SLC25A4,OK
SLC25A40,100050248,55972.0,SLC25A40,OK
SLC25A41,100065653,284427.0,SLC25A41,OK
SLC25A42,100069638,284439.0,SLC25A42,OK
SLC25A43,100059141,203427.0,SLC25A43,OK
SLC25A44,100057704,9673.0,SLC25A44,OK
SLC25A45,100051398,283130.0,SLC25A45,OK
SLC25A46,100064546,91137.0,SLC25A46,OK
SLC25A47,100055374,283600.0,SLC25A47,OK
SLC25A48,100072690,153328.0,SLC25A48,OK
SLC25A5,100059103,292.0,SLC25A5,OK
SLC25A51,100066182,92014.0,SLC25A51,OK
SLC25A53,100062104,401612.0,SLC25A53,OK
SLC25A6,100146128,293.0,SLC25A6,OK
SLC26A1,102148919,10861.0,SLC26A1,OK
SLC26A10,100053559,,,NO_ORTHOLOG
SLC26A11,100056450,284129.0,SLC26A11,OK
SLC26A2,100034141,1836.0,SLC26A2,OK
SLC26A3,100034163,1811.0,SLC26A3,OK
SLC26A4,100060222,5172.0,SLC26A4,OK
SLC26A5,100058502,375611.0,SLC26A5,OK
SLC26A6,111768337,65010.0,SLC26A6,OK
SLC26A7,100050710,115111.0,SLC26A7,OK
SLC26A8,100063498,116369.0,SLC26A8,OK
SLC26A9,100050693,115019.0,SLC26A9,OK
SLC27A1,100070188,376497.0,SLC27A1,OK
SLC27A2,100069953,11001.0,SLC27A2,OK
SLC27A3,100146983,11000.0,SLC27A3,OK
SLC27A4,100067009,10999.0,SLC27A4,OK
SLC27A5,100051678,10998.0,SLC27A5,OK
SLC27A6,100063461,28965.0,SLC27A6,OK
SLC28A1,100053140,9154.0,SLC28A1,OK
SLC28A2,100055996,9153.0,SLC28A2,OK
SLC29A1,100055498,2030.0,SLC29A1,OK
SLC29A2,100052412,3177.0,SLC29A2,OK
SLC29A3,100072768,55315.0,SLC29A3,OK
SLC29A4,100147021,222962.0,SLC29A4,OK
SLC2A1,100034080,6513.0,SLC2A1,OK
SLC2A10,100071243,81031.0,SLC2A10,OK
SLC2A11,100050466,66035.0,SLC2A11,OK
SLC2A12,100067746,154091.0,SLC2A12,OK
SLC2A13,100146160,114134.0,SLC2A13,OK
SLC2A2,100033974,6514.0,SLC2A2,OK
SLC2A3,100053371,6515.0,SLC2A3,OK
SLC2A4,100033939,6517.0,SLC2A4,OK
SLC2A4RG,106782447,56731.0,SLC2A4RG,OK
SLC2A5,100033971,6518.0,SLC2A5,OK
SLC2A6,111770625,11182.0,SLC2A6,OK
SLC2A8,100070552,29988.0,SLC2A8,OK
SLC2A9,100056219,56606.0,SLC2A9,OK
SLC30A1,100054805,7779.0,SLC30A1,OK
SLC30A10,100050310,55532.0,SLC30A10,OK
SLC30A2,100057323,7780.0,SLC30A2,OK
SLC30A3,100071241,7781.0,SLC30A3,OK
SLC30A4,100055954,7782.0,SLC30A4,OK
SLC30A5,100050159,64924.0,SLC30A5,OK
SLC30A6,100070614,55676.0,SLC30A6,OK
SLC30A7,100055424,148867.0,SLC30A7,OK
SLC30A8,100056898,169026.0,SLC30A8,OK
SLC30A9,100063081,10463.0,SLC30A9,OK
SLC31A1,100050369,1317.0,SLC31A1,OK
SLC31A2,100053455,1318.0,SLC31A2,OK
SLC32A1,100146532,140679.0,SLC32A1,OK
SLC33A1,100051998,9197.0,SLC33A1,OK
SLC34A1,100058397,6569.0,SLC34A1,OK
SLC34A2,100055629,10568.0,SLC34A2,OK
SLC34A3,100147578,142680.0,SLC34A3,OK
SLC35A1,100070654,10559.0,SLC35A1,OK
SLC35A2,100051858,7355.0,SLC35A2,OK
SLC35A3,100056015,23443.0,SLC35A3,OK
SLC35A4,100061903,,,NO_ORTHOLOG
SLC35A5,100071478,55032.0,SLC35A5,OK
SLC35B1,100069752,10237.0,SLC35B1,OK
SLC35B2,100067750,347734.0,SLC35B2,OK
SLC35B3,100051123,51000.0,SLC35B3,OK
SLC35B4,100065180,84912.0,SLC35B4,OK
SLC35C1,100050209,55343.0,SLC35C1,OK
SLC35C2,100056733,51006.0,SLC35H1,OK
SLC35D2,100062655,11046.0,SLC35D2,OK
SLC35D3,100073189,340146.0,SLC35D3,OK
SLC35E1,100069507,79939.0,SLC35E1,OK
SLC35E2,100065083,728661.0,SLC35E2B,OK
SLC35E3,100059321,55508.0,SLC35E3,OK
SLC35E4,100063573,339665.0,SLC35E4,OK
SLC35F1,100072817,222553.0,SLC35F1,OK
SLC35F2,100069666,54733.0,SLC35F2,OK
SLC35F3,100059412,148641.0,SLC35F3,OK
SLC35F4,100050908,341880.0,SLC35F4,OK
SLC35F5,100050221,80255.0,SLC35F5,OK
SLC35F6,100071319,54978.0,SLC35F6,OK
SLC35G1,100071133,159371.0,SLC35G1,OK
SLC35G2,100053344,80723.0,SLC35G2,OK
SLC35G6,100072994,643664.0,SLC35G6,OK
SLC36A1,100071523,206358.0,SLC36A1,OK
SLC36A2,100071541,153201.0,SLC36A2,OK
SLC36A3,100071549,285641.0,SLC36A3,OK
SLC36A4,100059092,120103.0,SLC36A4,OK
SLC37A1,100051207,54020.0,SLC37A1,OK
SLC37A2,100072304,219855.0,SLC37A2,OK
SLC37A3,100065965,84255.0,SLC37A3,OK
SLC37A4,100063238,2542.0,SLC37A4,OK
SLC38A1,100050256,81539.0,SLC38A1,OK
SLC38A10,100056075,124565.0,SLC38A10,OK
SLC38A11,100061876,151258.0,SLC38A11,OK
SLC38A2,100050320,54407.0,SLC38A2,OK
SLC38A3,100062146,10991.0,SLC38A3,OK
SLC38A4,100050387,55089.0,SLC38A4,OK
SLC38A5,100051531,92745.0,SLC38A5,OK
SLC38A6,100060809,145389.0,SLC38A6,OK
SLC38A7,100063372,55238.0,SLC38A7,OK
SLC38A8,100630306,146167.0,SLC38A8,OK
SLC38A9,100051821,153129.0,SLC38A9,OK
SLC39A1,100062274,27173.0,SLC39A1,OK
SLC39A10,100054925,57181.0,SLC39A10,OK
SLC39A11,100052800,201266.0,SLC39A11,OK
SLC39A12,100056009,221074.0,SLC39A12,OK
SLC39A13,100058004,91252.0,SLC39A13,OK
SLC39A2,100072701,29986.0,SLC39A2,OK
SLC39A3,100146878,29985.0,SLC39A3,OK
SLC39A4,100147065,55630.0,SLC39A4,OK
SLC39A5,100052215,283375.0,SLC39A5,OK
SLC39A6,100147463,25800.0,SLC39A6,OK
SLC39A7,100061379,7922.0,SLC39A7,OK
SLC39A8,100067821,64116.0,SLC39A8,OK
SLC39A9,100053161,55334.0,SLC39A9,OK
SLC3A1,100053537,6519.0,SLC3A1,OK
SLC3A2,100064046,6520.0,SLC3A2,OK
SLC40A1,100069190,30061.0,SLC40A1,OK
SLC41A1,100050535,254428.0,SLC41A1,OK
SLC41A2,100053603,84102.0,SLC41A2,OK
SLC41A3,100146521,54946.0,SLC41A3,OK
SLC43A1,100066449,8501.0,SLC43A1,OK
SLC43A2,100072377,124935.0,SLC43A2,OK
SLC43A3,100066786,29015.0,SLC43A3,OK
SLC44A1,100060701,23446.0,SLC44A1,OK
SLC44A2,100055038,57153.0,SLC44A2,OK
SLC44A3,100058196,126969.0,SLC44A3,OK
SLC44A4,100051054,80736.0,SLC44A4,OK
SLC44A5,100067525,204962.0,SLC44A5,OK
SLC45A1,100058276,50651.0,SLC45A1,OK
SLC45A2,100068242,51151.0,SLC45A2,OK
SLC45A3,100050382,85414.0,SLC45A3,OK
SLC45A4,100069623,57210.0,SLC45A4,OK
SLC46A1,100072047,113235.0,SLC46A1,OK
SLC46A2,100056842,57864.0,SLC46A2,OK
SLC46A3,100062949,283537.0,SLC46A3,OK
SLC47A1,100073170,,,NO_ORTHOLOG
SLC47A2,100073163,146802.0,SLC47A2,OK
SLC48A1,100056613,55652.0,SLC48A1,OK
SLC49A3,100051663,84179.0,SLC49A3,OK
SLC49A4,100070543,84925.0,SLC49A4,OK
SLC4A1,100009691,6521.0,SLC4A1,OK
SLC4A10,100061059,57282.0,SLC4A10,OK
SLC4A11,100066656,83959.0,SLC4A11,OK
SLC4A1AP,100147303,22950.0,SLC4A1AP,OK
SLC4A2,791243,6522.0,SLC4A2,OK
SLC4A3,100059721,6508.0,SLC4A3,OK
SLC4A4,100049977,8671.0,SLC4A4,OK
SLC4A5,100069223,57835.0,SLC4A5,OK
SLC4A7,100051260,9497.0,SLC4A7,OK
SLC4A8,100052721,9498.0,SLC4A8,OK
SLC4A9,100072424,83697.0,SLC4A9,OK
SLC50A1,100057221,55974.0,SLC50A1,OK
SLC51A,100069957,200931.0,SLC51A,OK
SLC51B,100053532,123264.0,SLC51B,OK
SLC52A2,100063312,79581.0,SLC52A2,OK
SLC52A3,100067845,113278.0,SLC52A3,OK
SLC5A1,100033952,6523.0,SLC5A1,OK
SLC5A10,100051238,125206.0,SLC5A10,OK
SLC5A11,100068437,115584.0,SLC5A11,OK
SLC5A12,100057537,159963.0,SLC5A12,OK
SLC5A2,100064641,6524.0,SLC5A2,OK
SLC5A3,100052070,6526.0,SLC5A3,OK
SLC5A4,100058200,6527.0,SLC5A4,OK
SLC5A5,100146861,6528.0,SLC5A5,OK
SLC5A6,100071256,8884.0,SLC5A6,OK
SLC5A7,100060334,60482.0,SLC5A7,OK
SLC5A8,100146994,160728.0,SLC5A8,OK
SLC5A9,100063398,200010.0,SLC5A9,OK
SLC66A1,100071907,54896.0,SLC66A1,OK
SLC66A2,100052336,80148.0,SLC66A2,OK
SLC66A3,100072348,130814.0,SLC66A3,OK
SLC6A1,100051613,6529.0,SLC6A1,OK
SLC6A11,100057720,6538.0,SLC6A11,OK
SLC6A12,100056978,6539.0,SLC6A12,OK
SLC6A13,100050539,6540.0,SLC6A13,OK
SLC6A14,100053824,11254.0,SLC6A14,OK
SLC6A15,100050913,55117.0,SLC6A15,OK
SLC6A17,100058458,388662.0,SLC6A17,OK
SLC6A18,100146923,348932.0,SLC6A18,OK
SLC6A19,100069470,340024.0,SLC6A19,OK
SLC6A2,100061346,6530.0,SLC6A2,OK
SLC6A20,100054556,54716.0,SLC6A20,OK
SLC6A3,100054747,6531.0,SLC6A3,OK
SLC6A4,100033848,6532.0,SLC6A4,OK
SLC6A5,100057380,9152.0,SLC6A5,OK
SLC6A6,100055795,6533.0,SLC6A6,OK
SLC6A7,100060390,6534.0,SLC6A7,OK
SLC6A8,100058799,6535.0,SLC6A8,OK
SLC6A9,100053016,6536.0,SLC6A9,OK
SLC7A1,100063073,6541.0,SLC7A1,OK
SLC7A10,100056323,56301.0,SLC7A10,OK
SLC7A11,100063433,23657.0,SLC7A11,OK
SLC7A13,100055860,157724.0,SLC7A13,OK
SLC7A14,100057685,57709.0,SLC7A14,OK
SLC7A2,100050240,6542.0,SLC7A2,OK
SLC7A3,100055782,84889.0,SLC7A3,OK
SLC7A4,100146527,,,NO_ORTHOLOG
SLC7A5,100070633,8140.0,SLC7A5,OK
SLC7A6,100066658,9057.0,SLC7A6,OK
SLC7A6OS,100053955,84138.0,SLC7A6OS,OK
SLC7A7,106782083,9056.0,SLC7A7,OK
SLC7A8,100052453,23428.0,SLC7A8,OK
SLC7A9,100056073,11136.0,SLC7A9,OK
SLC8A1,100034157,6546.0,SLC8A1,OK
SLC8A2,100146819,6543.0,SLC8A2,OK
SLC8A3,100053312,6547.0,SLC8A3,OK
SLC8B1,100056481,80024.0,SLC8B1,OK
SLC9A1,100070959,6548.0,SLC9A1,OK
SLC9A2,100034108,6549.0,SLC9A2,OK
SLC9A3,100034109,6550.0,SLC9A3,OK
SLC9A4,100058138,389015.0,SLC9A4,OK
SLC9A5,100053217,6553.0,SLC9A5,OK
SLC9A6,100057106,10479.0,SLC9A6,OK
SLC9A7,100060383,84679.0,SLC9A7,OK
SLC9A8,100071424,23315.0,SLC9A8,OK
SLC9A9,100051114,285195.0,SLC9A9,OK
SLC9B1,100068093,150159.0,SLC9B1,OK
SLC9B2,100068117,133308.0,SLC9B2,OK
SLC9C1,100071525,285335.0,SLC9C1,OK
SLC9C2,100060779,284525.0,SLC9C2,OK
SLCO1A2,100034162,6579.0,SLCO1A2,OK
SLCO1B3,100068155,28234.0,SLCO1B3,OK
SLCO1C1,100068120,53919.0,SLCO1C1,OK
SLCO2A1,100065438,6578.0,SLCO2A1,OK
SLCO2B1,100009692,11309.0,SLCO2B1,OK
SLCO3A1,100070287,28232.0,SLCO3A1,OK
SLCO4A1,100058405,28231.0,SLCO4A1,OK
SLCO4C1,100073212,353189.0,SLCO4C1,OK
SLCO5A1,100062585,81796.0,SLCO5A1,OK
SLCO6A1,100073211,133482.0,SLCO6A1,OK
SLF1,100073233,84250.0,SLF1,OK
SLF2,100070315,55719.0,SLF2,OK
SLFN11,100071612,91607.0,SLFN11,OK
SLFN12,100071627,55106.0,SLFN12,OK
SLFN14,100071607,342618.0,SLFN14,OK
SLFN5,100071635,162394.0,SLFN5,OK
SLFNL1,100067944,200172.0,SLFNL1,OK
SLIRP,100052429,81892.0,SLIRP,OK
SLIT1,102147611,6585.0,SLIT1,OK
SLIT2,100068338,9353.0,SLIT2,OK
SLIT3,100070488,6586.0,SLIT3,OK
SLITRK1,100050220,114798.0,SLITRK1,OK
SLITRK2,100055684,84631.0,SLITRK2,OK
SLITRK3,100063273,22865.0,SLITRK3,OK
SLITRK4,100055730,139065.0,SLITRK4,OK
SLITRK5,100050289,26050.0,SLITRK5,OK
SLITRK6,100056458,84189.0,SLITRK6,OK
SLK,100059564,9748.0,SLK,OK
SLMAP,100050740,7871.0,SLMAP,OK
SLN,106783340,6588.0,SLN,OK
SLTM,100068259,79811.0,SLTM,OK
SLU7,100059674,10569.0,SLU7,OK
SLX1A,100066262,548593.0,SLX1A,OK
SLX4,100069533,84464.0,SLX4,OK
SLX4IP,100064380,128710.0,SLX4IP,OK
SLX9,100050166,85395.0,SLX9,OK
SMAD1,100033850,4086.0,SMAD1,OK
SMAD2,100033843,4087.0,SMAD2,OK
SMAD3,100033845,4088.0,SMAD3,OK
SMAD4,100033846,4089.0,SMAD4,OK
SMAD5,100033851,4090.0,SMAD5,OK
SMAD6,100033852,4091.0,SMAD6,OK
SMAD7,100033853,4092.0,SMAD7,OK
SMAD9,100062493,4093.0,SMAD9,OK
SMAGP,100060818,57228.0,SMAGP,OK
SMAP1,100070988,60682.0,SMAP1,OK
SMAP2,100068190,64744.0,SMAP2,OK
SMARCA1,100054822,6594.0,SMARCA1,OK
SMARCA2,100058279,6595.0,SMARCA2,OK
SMARCA4,100054949,6597.0,SMARCA4,OK
SMARCA5,100062897,8467.0,SMARCA5,OK
SMARCAD1,100053412,56916.0,SMARCAD1,OK
SMARCAL1,100050615,50485.0,SMARCAL1,OK
SMARCB1,100056521,6598.0,SMARCB1,OK
SMARCC1,100064492,6599.0,SMARCC1,OK
SMARCC2,100059404,6601.0,SMARCC2,OK
SMARCD1,100059851,6602.0,SMARCD1,OK
SMARCD2,100053934,6603.0,SMARCD2,OK
SMARCD3,100064261,6604.0,SMARCD3,OK
SMARCE1,100054136,6605.0,SMARCE1,OK
SMC1A,100061736,8243.0,SMC1A,OK
SMC1B,100052492,27127.0,SMC1B,OK
SMC2,100054338,10592.0,SMC2,OK
SMC3,100059335,9126.0,SMC3,OK
SMC4,100052753,10051.0,SMC4,OK
SMC5,100056086,23137.0,SMC5,OK
SMC6,100072064,79677.0,SMC6,OK
SMCHD1,100062029,23347.0,SMCHD1,OK
SMCO1,100060285,255798.0,SMCO1,OK
SMCO2,100629947,341346.0,SMCO2,OK
SMCO3,100063904,440087.0,SMCO3,OK
SMCR8,100050558,140775.0,SMCR8,OK
SMDT1,100056050,91689.0,SMDT1,OK
SMG1,100050143,23049.0,SMG1,OK
SMG5,100057746,23381.0,SMG5,OK
SMG6,100060172,23293.0,SMG6,OK
SMG7,100055474,9887.0,SMG7,OK
SMG8,100057203,55181.0,SMG8,OK
SMG9,100070296,56006.0,SMG9,OK
SMIM1,100630652,388588.0,SMIM1,OK
SMIM10,102150398,644538.0,SMIM10,OK
SMIM10L1,102149300,100129361.0,SMIM10L1,OK
SMIM11,100052013,54065.0,SMIM11,OK
SMIM12,100069744,113444.0,SMIM12,OK
SMIM13,100630914,221710.0,SMIM13,OK
SMIM14,100064096,201895.0,SMIM14,OK
SMIM15,100629701,643155.0,SMIM15,OK
SMIM17,100630476,147670.0,SMIM17,OK
SMIM18,102148592,100507341.0,SMIM18,OK
SMIM19,100049973,114926.0,SMIM19,OK
SMIM20,100629401,389203.0,SMIM20,OK
SMIM22,102150140,440335.0,SMIM22,OK
SMIM23,102150693,644994.0,SMIM23,OK
SMIM24,102148715,284422.0,SMIM24,OK
SMIM26,111769950,388789.0,SMIM26,OK
SMIM28,111775159,110806279.0,SMIM28,OK
SMIM29,100629770,221491.0,SMIM29,OK
SMIM3,100630236,85027.0,SMIM3,OK
SMIM30,111773222,401397.0,SMIM30,OK
SMIM33,111767797,,,NO_ORTHOLOG
SMIM43,102150031,132332.0,SMIM43,OK
SMIM45,102149074,339674.0,SMIM45,OK
SMIM5,100629440,643008.0,SMIM5,OK
SMIM6,102149561,100130933.0,ERLN,OK
SMIM7,100069519,79086.0,SMIM7,OK
SMIM8,100065620,57150.0,SMIM8,OK
SMIM9,100630628,100132963.0,SMIM9,OK
SMKR1,106783082,100287482.0,SMKR1,OK
SMLR1,100629934,100507203.0,SMLR1,OK
SMNDC1,111773244,10285.0,SMNDC1,OK
SMO,100033990,6608.0,SMO,OK
SMOC1,100629852,64093.0,SMOC1,OK
SMOC2,100054389,64094.0,SMOC2,OK
SMOX,100052311,54498.0,SMOX,OK
SMPD1,100069949,6609.0,SMPD1,OK
SMPD2,100066652,6610.0,SMPD2,OK
SMPD3,100066707,55512.0,SMPD3,OK
SMPD4,100052086,55627.0,SMPD4,OK
SMPD5,100065320,,,NO_ORTHOLOG
SMPDL3A,100072974,10924.0,SMPDL3A,OK
SMPDL3B,100070816,27293.0,SMPDL3B,OK
SMPX,100059446,23676.0,SMPX,OK
SMS,100051857,6611.0,SMS,OK
SMTN,100058583,6525.0,SMTN,OK
SMTNL1,100066850,219537.0,SMTNL1,OK
SMTNL2,100072734,342527.0,SMTNL2,OK
SMU1,100068168,55234.0,SMU1,OK
SMUG1,100064502,23583.0,SMUG1,OK
SMURF1,100063241,57154.0,SMURF1,OK
SMURF2,100064082,64750.0,SMURF2,OK
SMYD1,100052805,150572.0,SMYD1,OK
SMYD2,100052774,56950.0,SMYD2,OK
SMYD3,100059267,64754.0,SMYD3,OK
SMYD4,100072418,114826.0,SMYD4,OK
SMYD5,100059113,10322.0,SMYD5,OK
SNAI1,100071451,6615.0,SNAI1,OK
SNAI2,100050060,6591.0,SNAI2,OK
SNAI3,100050842,333929.0,SNAI3,OK
SNAP23,100056719,8773.0,SNAP23,OK
SNAP25,100051273,6616.0,SNAP25,OK
SNAP29,100050930,9342.0,SNAP29,OK
SNAP47,100060865,116841.0,SNAP47,OK
SNAP91,100065464,9892.0,SNAP91,OK
SNAPC1,100051631,6617.0,SNAPC1,OK
SNAPC2,100146941,6618.0,SNAPC2,OK
SNAPC3,100062645,6619.0,SNAPC3,OK
SNAPC4,100066352,6621.0,SNAPC4,OK
SNAPC5,102151009,10302.0,SNAPC5,OK
SNAPIN,100056434,23557.0,SNAPIN,OK
SNCA,100053270,6622.0,SNCA,OK
SNCAIP,100063985,9627.0,SNCAIP,OK
SNCB,106781588,6620.0,SNCB,OK
SNCG,100052349,6623.0,SNCG,OK
SND1,100056692,27044.0,SND1,OK
SNED1,100067569,25992.0,SNED1,OK
SNF8,100055830,11267.0,SNF8,OK
SNHG4,100568460,,,NO_ORTHOLOG
SNIP1,100054834,79753.0,SNIP1,OK
SNN,100051037,8303.0,SNN,OK
SNORC,106783256,389084.0,SNORC,OK
SNPH,100067697,9751.0,SNPH,OK
SNRK,100066901,54861.0,SNRK,OK
SNRNP200,100051471,23020.0,SNRNP200,OK
SNRNP25,100066312,79622.0,SNRNP25,OK
SNRNP27,100060958,11017.0,SNRNP27,OK
SNRNP35,100059055,11066.0,SNRNP35,OK
SNRNP40,100070474,9410.0,SNRNP40,OK
SNRNP48,100061589,154007.0,SNRNP48,OK
SNRNP70,100054907,6625.0,SNRNP70,OK
SNRPA,100068274,6626.0,SNRPA,OK
SNRPA1,100050337,6627.0,SNRPA1,OK
SNRPB,100053021,6628.0,SNRPB,OK
SNRPB2,100050830,6629.0,SNRPB2,OK
SNRPC,100053207,6631.0,SNRPC,OK
SNRPD1,100060367,6632.0,SNRPD1,OK
SNRPD2,100065699,6633.0,SNRPD2,OK
SNRPD3,100050121,6634.0,SNRPD3,OK
SNRPE,106783117,6635.0,SNRPE,OK
SNRPF,100630068,6636.0,SNRPF,OK
SNRPG,100629246,6637.0,SNRPG,OK
SNRPN,106780830,6638.0,SNRPN,OK
SNTA1,100069074,6640.0,SNTA1,OK
SNTB1,100066500,6641.0,SNTB1,OK
SNTB2,100066988,6645.0,SNTB2,OK
SNTG1,100050126,54212.0,SNTG1,OK
SNTG2,100072966,54221.0,SNTG2,OK
SNTN,100629337,132203.0,SNTN,OK
SNU13,100070695,4809.0,SNU13,OK
SNUPN,100051100,10073.0,SNUPN,OK
SNURF,100050644,8926.0,SNURF,OK
SNW1,100059578,22938.0,SNW1,OK
SNX1,100066873,6642.0,SNX1,OK
SNX10,100068610,29887.0,SNX10,OK
SNX11,100055614,29916.0,SNX11,OK
SNX12,106781357,29934.0,SNX12,OK
SNX13,100066218,23161.0,SNX13,OK
SNX14,100065533,57231.0,SNX14,OK
SNX15,100050811,29907.0,SNX15,OK
SNX16,100057100,64089.0,SNX16,OK
SNX17,100055239,9784.0,SNX17,OK
SNX18,100062679,112574.0,SNX18,OK
SNX19,100072714,399979.0,SNX19,OK
SNX2,100073099,6643.0,SNX2,OK
SNX20,100050243,124460.0,SNX20,OK
SNX21,100071099,90203.0,SNX21,OK
SNX22,100066854,79856.0,SNX22,OK
SNX24,100630743,28966.0,SNX24,OK
SNX25,100057495,83891.0,SNX25,OK
SNX27,100059977,81609.0,SNX27,OK
SNX29,100055746,92017.0,SNX29,OK
SNX3,100066515,8724.0,SNX3,OK
SNX30,100056926,401548.0,SNX30,OK
SNX31,100061389,169166.0,SNX31,OK
SNX32,100051682,254122.0,SNX32,OK
SNX33,100050956,257364.0,SNX33,OK
SNX4,100060493,8723.0,SNX4,OK
SNX5,100062401,27131.0,SNX5,OK
SNX6,100057360,58533.0,SNX6,OK
SNX7,100056781,51375.0,SNX7,OK
SNX8,100059657,29886.0,SNX8,OK
SNX9,100059877,51429.0,SNX9,OK
SOAT1,100050551,6646.0,SOAT1,OK
SOAT2,100146367,8435.0,SOAT2,OK
SOBP,100072075,55084.0,SOBP,OK
SOCS1,102148488,8651.0,SOCS1,OK
SOCS2,100051952,8835.0,SOCS2,OK
SOCS3,100050730,9021.0,SOCS3,OK
SOCS4,100050301,122809.0,SOCS4,OK
SOCS5,100053252,9655.0,SOCS5,OK
SOCS6,100052089,9306.0,SOCS6,OK
SOCS7,100069069,30837.0,SOCS7,OK
SOD1,100033855,6647.0,SOD1,OK
SOD2,100034223,6648.0,SOD2,OK
SOD3,100146988,6649.0,SOD3,OK
SOHLH1,100068400,402381.0,SOHLH1,OK
SOHLH2,102151108,54937.0,SOHLH2,OK
SON,100052256,6651.0,SON,OK
SORBS1,100061292,10580.0,SORBS1,OK
SORBS2,100050682,8470.0,SORBS2,OK
SORBS3,100057399,10174.0,SORBS3,OK
SORCS1,100069383,114815.0,SORCS1,OK
SORCS2,100070344,57537.0,SORCS2,OK
SORCS3,100069497,22986.0,SORCS3,OK
SORD,100070575,6652.0,SORD,OK
SORL1,100071572,6653.0,SORL1,OK
SORT1,100061385,6272.0,SORT1,OK
SOS1,100053889,6654.0,SOS1,OK
SOS2,100066282,6655.0,SOS2,OK
SOST,100065060,50964.0,SOST,OK
SOSTDC1,100052877,25928.0,SOSTDC1,OK
SOWAHA,100063101,134548.0,SOWAHA,OK
SOWAHB,100147563,345079.0,SOWAHB,OK
SOWAHC,111768015,65124.0,SOWAHC,OK
SOWAHD,100146792,347454.0,SOWAHD,OK
SOX1,111768651,6656.0,SOX1,OK
SOX10,100054980,6663.0,SOX10,OK
SOX11,100146709,6664.0,SOX11,OK
SOX12,102147398,6666.0,SOX12,OK
SOX13,100054105,9580.0,SOX13,OK
SOX14,100066630,8403.0,SOX14,OK
SOX15,100073001,6665.0,SOX15,OK
SOX17,100147196,64321.0,SOX17,OK
SOX18,111770059,54345.0,SOX18,OK
SOX2,100146979,6657.0,SOX2,OK
SOX21,111768618,11166.0,SOX21,OK
SOX3,100147376,6658.0,SOX3,OK
SOX30,100071201,11063.0,SOX30,OK
SOX4,111769285,6659.0,SOX4,OK
SOX5,100064442,6660.0,SOX5,OK
SOX6,100056348,55553.0,SOX6,OK
SOX8,100067353,30812.0,SOX8,OK
SOX9,100033908,6662.0,SOX9,OK
SP1,100629527,6667.0,SP1,OK
SP100,100630207,6672.0,SP100,OK
SP110,100056977,3431.0,SP110,OK
SP2,100069204,6668.0,SP2,OK
SP3,100064317,6670.0,SP3,OK
SP4,100053512,6671.0,SP4,OK
SP5,111768925,389058.0,SP5,OK
SP6,100055446,80320.0,SP6,OK
SP7,106780833,121340.0,SP7,OK
SP8,111773189,221833.0,SP8,OK
SP9,111768743,100131390.0,SP9,OK
SPA17,100064207,53340.0,SPA17,OK
SPAAR,111770678,158376.0,SPAAR,OK
SPACA1,100070753,81833.0,SPACA1,OK
SPACA3,100071732,124912.0,SPACA3,OK
SPACA4,100630545,171169.0,SPACA4,OK
SPACA6,111775261,147650.0,SPACA6,OK
SPACA9,100069435,11092.0,SPACA9,OK
SPACDR,100068962,402573.0,SPACDR,OK
SPAG1,100055903,6674.0,SPAG1,OK
SPAG16,100050318,79582.0,SPAG16,OK
SPAG17,100059849,200162.0,SPAG17,OK
SPAG4,100147206,6676.0,SPAG4,OK
SPAG5,100059272,10615.0,SPAG5,OK
SPAG6,100066860,9576.0,SPAG6,OK
SPAG7,100061215,9552.0,SPAG7,OK
SPAG8,100067719,26206.0,SPAG8,OK
SPAG9,100070202,9043.0,SPAG9,OK
SPAM1,100051243,6677.0,SPAM1,OK
SPARC,100060119,6678.0,SPARC,OK
SPARCL1,100052928,8404.0,SPARCL1,OK
SPART,100062426,23111.0,SPART,OK
SPAST,100054514,6683.0,SPAST,OK
SPATA1,100064787,100505741.0,SPATA1,OK
SPATA13,100058228,221178.0,SPATA13,OK
SPATA16,100057967,83893.0,SPATA16,OK
SPATA17,100056847,128153.0,SPATA17,OK
SPATA18,100060502,132671.0,SPATA18,OK
SPATA19,100630742,219938.0,SPATA19,OK
SPATA2,100071437,9825.0,SPATA2,OK
SPATA20,100069987,64847.0,SPATA20,OK
SPATA21,100053306,374955.0,SPATA21,OK
SPATA22,100060419,84690.0,SPATA22,OK
SPATA24,100062113,202051.0,SPATA24,OK
SPATA25,100056463,128497.0,SPATA25,OK
SPATA2L,100050244,124044.0,SPATA2L,OK
SPATA3,100630252,130560.0,SPATA3,OK
SPATA31F3,100630560,100129969.0,SPATA31F3,OK
SPATA31G1,100068245,138724.0,SPATA31G1,OK
SPATA31H1,111768011,84226.0,SPATA31H1,OK
SPATA32,100063951,124783.0,SPATA32,OK
SPATA33,102150675,124045.0,SPATA33,OK
SPATA4,100051422,132851.0,SPATA4,OK
SPATA45,100630078,149643.0,SPATA45,OK
SPATA46,100058713,284680.0,SPATA46,OK
SPATA6,100063364,54558.0,SPATA6,OK
